idProduct,idExpansion,idMetacard,dateAdded,category,name,avg,low,trend,avg1,avg7,avg30,avg_foil,low_foil,trend_foil,avg1_foil,avg7_foil,avg30_foil,fields_present,fields_absent,products_created_at,price_guide_created_at,source_date
577919,1064,102062,2021-10-13 11:51:17,Yugioh Single,Blue-Eyes White Dragon,166.53,4.56,187.18,555,161.37,239.66,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
578088,1064,102062,2021-10-13 15:56:59,Yugioh Single,Blue-Eyes White Dragon,550,50,550,550,375,375,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
578089,1064,102062,2021-10-13 15:57:46,Yugioh Single,Blue-Eyes White Dragon,306.65,37.98,190.56,306.65,159.15,147.13,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
582251,4371,102062,2021-11-03 09:58:28,Yugioh Single,Blue-Eyes White Dragon,2.42,0.99,2.79,2.19,2.6,2.4,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
582414,4429,102062,2021-11-03 12:16:36,Yugioh Single,Blue-Eyes White Dragon,15.83,3.5,20.93,19.99,24.05,14.04,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
582503,4430,102062,2021-11-03 13:40:35,Yugioh Single,Blue-Eyes White Dragon,15,2.5,3.4,24.95,12.67,13.03,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
582554,4431,102062,2021-11-03 14:15:45,Yugioh Single,Blue-Eyes White Dragon,2.98,0.5,6.83,7.49,11.73,14.68,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
582602,4432,102062,2021-11-03 15:34:30,Yugioh Single,Blue-Eyes White Dragon,5.33,0.6,13.22,18,5.23,11.22,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
582713,4432,102062,2021-11-04 09:20:43,Yugioh Single,Blue-Eyes White Dragon,9.99,3.89,65.86,9.99,72.4,22.23,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
582816,1055,102062,2021-11-04 10:45:37,Yugioh Single,Blue-Eyes White Dragon,12.23,0.6,6.71,7.09,6.09,12.07,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
582879,1055,102062,2021-11-04 12:03:48,Yugioh Single,Blue-Eyes White Dragon,10,20,42.17,40,35.74,19.96,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
586744,1375,102062,2021-12-01 13:36:46,Yugioh Single,Blue-Eyes White Dragon,24.45,10,23.67,24.9,31.17,23.14,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
586745,1375,102062,2021-12-01 13:37:53,Yugioh Single,Blue-Eyes White Dragon,22.5,6,18.36,25.99,17.83,20.28,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
586746,1375,102062,2021-12-01 13:38:59,Yugioh Single,Blue-Eyes White Dragon,19.9,10,52.57,19.9,27.14,36.51,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
610218,4398,102062,2022-02-25 14:18:46,Yugioh Single,Blue-Eyes White Dragon,0.65,0.08,0.69,0.5,0.63,0.61,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
651767,1066,102062,2022-04-13 13:54:21,Yugioh Single,Blue-Eyes White Dragon,38.15,5,38.75,10,27.89,39.5,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
652757,4433,102062,2022-04-22 09:59:50,Yugioh Single,Blue-Eyes White Dragon,248.06,189.9,246.55,215,243.71,233.41,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
654323,5036,102062,2022-05-05 10:12:23,Yugioh Single,Blue-Eyes White Dragon,19,19.9,18.09,18,33.11,54.56,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
656435,4529,102062,2022-05-11 13:56:04,Yugioh Single,Blue-Eyes White Dragon,9.95,,9.95,9.95,9.98,9.98,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|trend|avg1|avg7|avg30|trend_foil,low|avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
656436,4529,102062,2022-05-11 13:56:45,Yugioh Single,Blue-Eyes White Dragon,25.95,19.99,25.95,25.95,32.95,32.95,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
658999,4542,102062,2022-05-18 14:49:32,Yugioh Single,Blue-Eyes White Dragon,9.65,2,9.08,2.58,6.3,5.9,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
659000,4542,102062,2022-05-18 14:50:04,Yugioh Single,Blue-Eyes White Dragon,29.95,29.5,36.63,29.95,43.26,47.9,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
661868,4566,102062,2022-06-02 13:48:52,Yugioh Single,Blue-Eyes White Dragon,32.99,12.9,56.23,32.99,53.53,45.99,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
663002,5081,102062,2022-06-13 15:18:23,Yugioh Single,Blue-Eyes White Dragon,162.5,185,200.68,175,196.55,247.81,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
666746,4593,102062,2022-06-30 16:08:58,Yugioh Single,Blue-Eyes White Dragon,,190,179.99,179.99,179.99,179.99,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|low|trend|avg1|avg7|avg30|trend_foil,avg|avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
667395,4592,102062,2022-07-07 12:13:31,Yugioh Single,Blue-Eyes White Dragon,13.98,9.99,13.92,12.99,13.47,14.71,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
667396,4592,102062,2022-07-07 12:14:08,Yugioh Single,Blue-Eyes White Dragon,3,2,4.26,2.5,4.42,4.51,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
670241,4689,102062,2022-08-03 09:42:39,Yugioh Single,Blue-Eyes White Dragon,8,6,11.67,10,8.7,8.16,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
670242,4689,102062,2022-08-03 09:43:14,Yugioh Single,Blue-Eyes White Dragon,23.83,17.5,24.25,18,24.5,22.14,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
673111,4614,102062,2022-08-30 13:56:25,Yugioh Single,Blue-Eyes White Dragon,1.47,0.7,1.88,1.47,1.44,0.83,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
673369,4596,102062,2022-08-31 14:47:20,Yugioh Single,Blue-Eyes White Dragon,107.5,97.49,53.81,97.5,99.36,168.47,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
673768,4969,102062,2022-09-02 13:49:47,Yugioh Single,Blue-Eyes White Dragon,5.33,3.89,5.71,5.68,5.6,5.34,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
679567,4652,102062,2022-10-12 15:25:34,Yugioh Single,Blue-Eyes White Dragon,110,68,91.3,150,112.85,87.16,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
682583,5086,102062,2022-11-02 11:08:28,Yugioh Single,Blue-Eyes White Dragon,143.78,149.66,402.88,157.55,440.92,218.29,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
682584,5086,102062,2022-11-02 11:08:40,Yugioh Single,Blue-Eyes White Dragon,476.35,499,437.46,485.38,439.2,325.46,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
689869,4662,102062,2022-12-15 11:22:01,Yugioh Single,Blue-Eyes White Dragon,14.5,10,8.16,14.5,7.3,5.54,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
693738,4682,102062,2023-01-23 14:41:05,Yugioh Single,Blue-Eyes White Dragon,9.95,4.99,7.85,9.95,9.31,12.41,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
694335,4694,102062,2023-01-25 11:06:54,Yugioh Single,Blue-Eyes White Dragon,110,150,229.76,110,215.5,215.5,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
704198,4721,102062,2023-04-04 14:56:14,Yugioh Single,Blue-Eyes White Dragon,1.15,0.95,1.15,1.15,1.24,2.17,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
706622,5236,102062,2023-04-14 10:14:02,Yugioh Single,Blue-Eyes White Dragon,7.81,4,7.35,7,7.34,7.58,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
706623,5236,102062,2023-04-14 10:14:14,Yugioh Single,Blue-Eyes White Dragon,0.54,0.1,0.42,0.37,0.56,0.57,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
706688,5339,102062,2023-04-14 12:05:13,Yugioh Single,Blue-Eyes White Dragon,48.76,21.9,37.81,24.99,45.36,46.04,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
710232,4750,102062,2023-05-03 13:11:22,Yugioh Single,Blue-Eyes White Dragon,0.99,0.79,2.45,0.99,2.24,1.81,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
711274,4760,102062,2023-05-11 14:10:07,Yugioh Single,Blue-Eyes White Dragon,3.95,13.95,3.95,3.95,3.9,3.9,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
726013,4879,102062,2023-08-07 13:07:46,Yugioh Single,Blue-Eyes White Dragon,11.99,9.9,15.95,11.99,11.34,11.34,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
726432,4889,102062,2023-08-08 10:09:36,Yugioh Single,Blue-Eyes White Dragon,1.33,1,3.52,1.5,4.03,4.54,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
732598,4904,102062,2023-09-12 14:27:10,Yugioh Single,Blue-Eyes White Dragon,16.55,5,9.62,8.2,9.45,11.02,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
732599,4904,102062,2023-09-12 14:28:09,Yugioh Single,Blue-Eyes White Dragon,17.5,12,21.45,17.5,16.56,16.56,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
735231,4911,102062,2023-09-27 16:15:23,Yugioh Single,Blue-Eyes White Dragon,4.95,1.99,4.56,6.95,3.94,4.8,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
735232,4911,102062,2023-09-27 16:15:35,Yugioh Single,Blue-Eyes White Dragon,42.95,5,22.74,5.9,29.18,15.14,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
735233,4911,102062,2023-09-27 16:15:48,Yugioh Single,Blue-Eyes White Dragon,45.45,9.95,39.38,11.9,34.39,29.93,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
735806,4919,102062,2023-09-29 12:53:31,Yugioh Single,Blue-Eyes White Dragon,1016.33,1250,878.39,1000,1064.14,694.33,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
736048,4924,102062,2023-10-02 10:33:02,Yugioh Single,Blue-Eyes White Dragon,11.27,2.9,10.18,7.95,10.42,11.62,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
736359,4930,102062,2023-10-02 14:08:50,Yugioh Single,Blue-Eyes White Dragon,47.1,19.99,65.76,26.9,68.4,54.45,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
736583,4937,102062,2023-10-02 15:27:46,Yugioh Single,Blue-Eyes White Dragon,27,2.45,42.63,25,81.57,33.41,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
737346,4945,102062,2023-10-04 12:09:06,Yugioh Single,Blue-Eyes White Dragon,135,37.5,71.78,135,61.85,65.37,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
749484,5570,102062,2024-01-02 11:16:35,Yugioh Single,Blue-Eyes White Dragon,2.91,0.99,2.43,2.5,2.57,3.19,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
749485,5570,102062,2024-01-02 11:16:54,Yugioh Single,Blue-Eyes White Dragon,9.9,9,9.31,11.95,9.07,9.89,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
749486,5570,102062,2024-01-02 11:17:12,Yugioh Single,Blue-Eyes White Dragon,62,69.9,58.08,62,75.95,77.69,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
756268,1191,102062,2024-02-13 14:43:14,Yugioh Single,Blue-Eyes White Dragon,21.48,12.5,25.03,23,19.66,17.75,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
760160,5680,102062,2024-03-05 09:58:39,Yugioh Single,Blue-Eyes White Dragon,292.83,279,259.2,265.65,241.48,225.21,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
760164,5680,102062,2024-03-05 10:00:37,Yugioh Single,Blue-Eyes White Dragon,7.25,4.95,34.19,48.99,29.56,17.5,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
760222,5680,102062,2024-03-05 10:13:10,Yugioh Single,Blue-Eyes White Dragon,276.8,100,208.56,283.75,230.35,184.03,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
762669,5702,102062,2024-03-25 12:53:41,Yugioh Single,Blue-Eyes White Dragon,10,4.98,10.83,9.99,10.24,6.92,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
762867,5702,102062,2024-03-25 13:53:56,Yugioh Single,Blue-Eyes White Dragon,21.33,17,25.19,12.45,23.78,22.73,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
763065,5702,102062,2024-03-25 14:42:42,Yugioh Single,Blue-Eyes White Dragon,270,310,291.43,320,313.31,313.31,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
763268,5702,102062,2024-03-25 15:31:29,Yugioh Single,Blue-Eyes White Dragon,70,69.95,105.35,70,101.13,76.45,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
777188,5821,102062,2024-07-08 12:49:05,Yugioh Single,Blue-Eyes White Dragon,8.15,8.6,15.87,7.5,9.31,12.62,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
785233,5433,102062,2024-08-26 14:16:30,Yugioh Single,Blue-Eyes White Dragon,14.38,11.95,17.05,11.94,14.23,14.69,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
785706,1176,102062,2024-08-29 10:14:23,Yugioh Single,Blue-Eyes White Dragon,16.98,13,16.68,22.19,16.71,18.4,,,0,,,,idProduct|idExpansion|idMetacard|dateAdded|category|name|avg|low|trend|avg1|avg7|avg30|trend_foil,avg_foil|low_foil|avg1_foil|avg7_foil|avg30_foil,2026-08-04T11:20:15+0200,2026-08-04T02:47:19+0200,2026-08-04
