public_product_path,canonical_url,expansion,product_label,version,rarity,edition,language,finish,printed_code,from_status,from_cents,from_eur,available_count,discovered_via,detail_attempted,detail_ok,fields_present,fields_absent,source_date
/en/YuGiOh/Products/Singles/Dark-Duel-Stories/Blue-Eyes-White-Dragon,https://www.cardmarket.com/en/YuGiOh/Products/Singles/Dark-Duel-Stories/Blue-Eyes-White-Dragon,Dark Duel Stories,Blue Eyes White Dragon,,,,,,,priced,29000,290.00,23,versions|search,no,,,,2026-08-04
/en/YuGiOh/Products/Singles/Dark-Legends/Blue-Eyes-White-Dragon,https://www.cardmarket.com/en/YuGiOh/Products/Singles/Dark-Legends/Blue-Eyes-White-Dragon,Dark Legends,Blue Eyes White Dragon,,,,,,,priced,400,4.00,29,versions|search,no,,,,2026-08-04
/en/YuGiOh/Products/Singles/Duel-Overload/Blue-Eyes-White-Dragon,https://www.cardmarket.com/en/YuGiOh/Products/Singles/Duel-Overload/Blue-Eyes-White-Dragon,Duel Overload,Blue Eyes White Dragon,,,,,,,priced,35,0.35,864,versions|search,no,,,,2026-08-04
/en/YuGiOh/Products/Singles/Duel-Royale-Deck-Set-EX/Blue-Eyes-White-Dragon-V1-Common,https://www.cardmarket.com/en/YuGiOh/Products/Singles/Duel-Royale-Deck-Set-EX/Blue-Eyes-White-Dragon-V1-Common,Duel Royale Deck Set EX,Blue Eyes White Dragon V1 Common,V1,Common,,,,,na,,,,versions|search,no,,,,2026-08-04
/en/YuGiOh/Products/Singles/Duel-Royale-Deck-Set-EX/Blue-Eyes-White-Dragon-V2-Ultra-Rare,https://www.cardmarket.com/en/YuGiOh/Products/Singles/Duel-Royale-Deck-Set-EX/Blue-Eyes-White-Dragon-V2-Ultra-Rare,Duel Royale Deck Set EX,Blue Eyes White Dragon V2 Ultra Rare,V2,Ultra Rare,,,,,priced,1999,19.99,3,versions|search,no,,,,2026-08-04
/en/YuGiOh/Products/Singles/Duel-Terminal-1/Blue-Eyes-White-Dragon,https://www.cardmarket.com/en/YuGiOh/Products/Singles/Duel-Terminal-1/Blue-Eyes-White-Dragon,Duel Terminal 1,Blue Eyes White Dragon,,,,,,,priced,300,3.00,65,versions|search,no,,,,2026-08-04
/en/YuGiOh/Products/Singles/Duel-Terminal-Preview/Blue-Eyes-White-Dragon,https://www.cardmarket.com/en/YuGiOh/Products/Singles/Duel-Terminal-Preview/Blue-Eyes-White-Dragon,Duel Terminal Preview,Blue Eyes White Dragon,,,,,,,priced,199999,1999.99,2,versions|search,no,,,,2026-08-04
/en/YuGiOh/Products/Singles/Duelist-League-09/Blue-Eyes-White-Dragon-V1-Rare,https://www.cardmarket.com/en/YuGiOh/Products/Singles/Duelist-League-09/Blue-Eyes-White-Dragon-V1-Rare,Duelist League 09,Blue Eyes White Dragon V1 Rare,V1,Rare,,,,,priced,999,9.99,118,versions|search,no,,,,2026-08-04
/en/YuGiOh/Products/Singles/Duelist-League-09/Blue-Eyes-White-Dragon-V2-Rare,https://www.cardmarket.com/en/YuGiOh/Products/Singles/Duelist-League-09/Blue-Eyes-White-Dragon-V2-Rare,Duelist League 09,Blue Eyes White Dragon V2 Rare,V2,Rare,,,,,priced,1000,10.00,101,versions|search,no,,,,2026-08-04
/en/YuGiOh/Products/Singles/Duelist-League-09/Blue-Eyes-White-Dragon-V3-Rare,https://www.cardmarket.com/en/YuGiOh/Products/Singles/Duelist-League-09/Blue-Eyes-White-Dragon-V3-Rare,Duelist League 09,Blue Eyes White Dragon V3 Rare,V3,Rare,,,,,priced,600,6.00,130,versions|search,no,,,,2026-08-04
